w Gamma(a,b) + (1-w) InverseGamma(g,d): [a,b,g,d,w] =	[2.285781, 0.555556, 3.38488, 11.85386, 0.6665321]
gene	p_phi_m_neg	q_phi_m_neg	phi_m_neg	p_phi_k_neg	q_phi_k_neg	phi_k_neg	p_phi_neg	q_phi_neg	phi_neg	p_phi_m_pos	q_phi_m_pos	phi_m_pos_or_p(m=0|s)	p_phi_k_pos	q_phi_k_pos	phi_k_pos_or_p(k=0|s)	p_phi_pos	q_phi_pos	phi_pos_or_p(m=0|s)*p(k=0|s)	m_obs	k_obs	s_obs	dm/ds	dk/ds	d(m+k)/ds
ENSG00000005249.14	4.528357e-02	1.266228e-01	2.249807	4.140406e-01	7.185008e-01	0.209762	5.100088e-02	1.357391e-01	2.459569	1.000000e+00	1.000000e+00	0.105420	1.000000e+00	1.000000e+00	0.810777	1.000000e+00	1.000000e+00	0.085472	0	0	1	0.000000	0.000000	0.000000
ENSG00000005302.19	1.369874e-01	2.357241e-01	1.523668	7.877661e-01	8.289839e-01	0.090472	1.771825e-01	2.762287e-01	1.614140	1.000000e+00	1.000000e+00	0.217911	1.000000e+00	1.000000e+00	0.913500	1.000000e+00	1.000000e+00	0.199062	0	0	0	0.000000	0.000000	0.000000
ENSG00000005339.15	1.144167e-02	5.913730e-02	3.120407	1.102862e-01	5.519176e-01	0.420635	1.018396e-02	5.369693e-02	3.541042	1.000000e+00	1.000000e+00	0.011064	1.000000e+00	1.000000e+00	0.656630	1.000000e+00	1.000000e+00	0.011064	1	0	4	0.134574	0.000000	0.127039
ENSG00000005379.17	7.671584e-02	1.701630e-01	1.938387	1.733059e-02	3.444860e-01	0.837862	3.149809e-02	1.038442e-01	2.776249	8.369321e-01	1.000000e+00	0.109068	1.000000e+00	1.000000e+00	0.432635	8.729556e-01	1.000000e+00	0.109068	9	0	9	0.539279	0.000000	0.512258
ENSG00000005381.9	2.050767e-01	2.943383e-01	1.319392	5.929039e-01	7.695675e-01	0.141717	2.223544e-01	3.151487e-01	1.461109	8.369321e-01	1.000000e+00	0.109316	1.000000e+00	1.000000e+00	0.867867	8.729556e-01	1.000000e+00	0.109316	1	0	1	0.282320	0.000000	0.271154
ENSG00000005421.9	9.135234e-02	1.890719e-01	1.791625	1.372883e-01	5.764956e-01	0.399078	7.708728e-02	1.712547e-01	2.190703	8.827223e-01	1.000000e+00	0.057157	1.000000e+00	1.000000e+00	0.670938	9.048440e-01	1.000000e+00	0.057157	1	0	2	0.219374	0.000000	0.200642
ENSG00000005436.14	8.922128e-02	1.861557e-01	1.813163	1.636791e-02	3.396341e-01	0.840268	3.712254e-02	1.137270e-01	2.653431	8.369321e-01	1.000000e+00	0.111881	1.000000e+00	1.000000e+00	0.431595	8.729556e-01	1.000000e+00	0.111881	5	0	5	0.452785	0.000000	0.418297
ENSG00000005448.17	2.291578e-01	3.152078e-01	1.236145	4.140406e-01	7.185008e-01	0.216301	2.298983e-01	3.220848e-01	1.452446	8.165313e-01	1.000000e+00	0.121989	1.000000e+00	1.000000e+00	0.805493	8.576856e-01	1.000000e+00	0.121989	1	0	1	0.301739	0.000000	0.282475
ENSG00000005469.12	1.104696e-01	2.102741e-01	1.652642	3.208534e-01	6.842968e-01	0.248038	1.109186e-01	2.130353e-01	1.900680	1.000000e+00	1.000000e+00	0.191543	1.000000e+00	1.000000e+00	0.780330	1.000000e+00	1.000000e+00	0.149467	0	0	0	0.000000	0.000000	0.000000
ENSG00000005471.19	3.745048e-02	1.140336e-01	2.353299	9.929121e-02	5.394125e-01	0.443412	3.059771e-02	1.018826e-01	2.796710	8.827223e-01	1.000000e+00	0.041068	1.000000e+00	1.000000e+00	0.641843	9.048440e-01	1.000000e+00	0.041068	2	0	4	0.260076	0.000000	0.245221
ENSG00000005483.23	2.050767e-01	2.943383e-01	1.309431	2.853306e-01	6.687190e-01	0.269034	1.895821e-01	2.868599e-01	1.578465	7.970026e-01	1.000000e+00	0.154674	1.000000e+00	1.000000e+00	0.764117	8.430855e-01	1.000000e+00	0.154674	2	0	2	0.401863	0.000000	0.380388
ENSG00000005486.17	8.501205e-02	1.808326e-01	1.856340	7.288369e-01	8.083671e-01	0.101115	1.055422e-01	2.072236e-01	1.957455	1.000000e+00	1.000000e+00	0.156243	1.000000e+00	1.000000e+00	0.903829	1.000000e+00	1.000000e+00	0.141217	0	0	1	0.000000	0.000000	0.000000
ENSG00000005700.15	3.032830e-01	3.864859e-01	0.952775	2.497373e-01	6.509314e-01	0.284913	2.996709e-01	3.846775e-01	1.237688	6.756004e-01	1.000000e+00	0.295228	1.000000e+00	1.000000e+00	0.752080	7.507705e-01	1.000000e+00	0.295228	3	0	2	0.581343	0.000000	0.549574
ENSG00000005801.18	3.893941e-01	4.605547e-01	0.766900	7.239730e-02	5.005445e-01	0.511956	2.871596e-01	3.730641e-01	1.278857	6.364972e-01	1.000000e+00	0.339039	1.000000e+00	1.000000e+00	0.599322	7.203632e-01	1.000000e+00	0.339039	2	0	1	0.598468	0.000000	0.511562
ENSG00000005810.20	1.410520e-05	7.523511e-04	7.510010	1.772554e-03	1.621505e-01	1.473584	4.701734e-06	2.836879e-04	8.983594	1.000000e+00	1.000000e+00	0.000167	1.000000e+00	1.000000e+00	0.229103	1.000000e+00	1.000000e+00	0.000167	3	0	11	0.129173	0.000000	0.120922
ENSG00000005812.11	8.467823e-03	4.975138e-02	3.305181	1.967711e-01	6.213920e-01	0.338690	8.932119e-03	4.976424e-02	3.643871	1.000000e+00	1.000000e+00	0.036693	1.000000e+00	1.000000e+00	0.712704	1.000000e+00	1.000000e+00	0.026151	0	0	2	0.000000	0.000000	0.000000
ENSG00000005844.19	7.548634e-03	4.667151e-02	3.389333	6.539759e-02	4.886869e-01	0.536755	6.038202e-03	3.940928e-02	3.926089	1.000000e+00	1.000000e+00	0.016550	1.000000e+00	1.000000e+00	0.584642	1.000000e+00	1.000000e+00	0.016550	4	0	8	0.287490	0.000000	0.276444
ENSG00000005882.12	2.147517e-02	8.344371e-02	2.720063	3.634805e-01	7.017610e-01	0.223085	2.468998e-02	8.991866e-02	2.943148	1.000000e+00	1.000000e+00	0.065871	1.000000e+00	1.000000e+00	0.800047	1.000000e+00	1.000000e+00	0.052700	0	0	2	0.000000	0.000000	0.000000
ENSG00000005884.18	7.240670e-04	1.194956e-02	5.023260	1.267587e-02	3.167107e-01	0.905859	4.031737e-04	7.795455e-03	5.929119	1.000000e+00	1.000000e+00	0.002403	1.000000e+00	1.000000e+00	0.404194	1.000000e+00	1.000000e+00	0.002403	3	0	9	0.183745	0.000000	0.173585
ENSG00000005889.16	1.321892e-02	6.373477e-02	3.041284	3.634805e-01	7.017610e-01	0.222757	1.556627e-02	6.813995e-02	3.264041	1.000000e+00	1.000000e+00	0.047774	1.000000e+00	1.000000e+00	0.800309	1.000000e+00	1.000000e+00	0.038234	0	0	2	0.000000	0.000000	0.000000
ENSG00000005893.17	5.391396e-01	5.870263e-01	0.509164	5.929039e-01	7.695675e-01	0.148762	5.964937e-01	6.407007e-01	0.657926	4.946036e-01	1.000000e+00	0.599948	1.000000e+00	1.000000e+00	0.861774	6.133271e-01	1.000000e+00	0.599948	3	0	1	0.871592	0.000000	0.834421
ENSG00000005961.19	4.127676e-01	4.795657e-01	0.738625	2.853306e-01	6.687190e-01	0.276543	3.819348e-01	4.585858e-01	1.015167	5.742604e-01	1.000000e+00	0.432414	1.000000e+00	1.000000e+00	0.758401	6.729862e-01	1.000000e+00	0.432414	4	0	3	0.749684	0.000000	0.711436
ENSG00000005981.13	1.907964e-02	7.786999e-02	2.816388	3.634805e-01	7.017610e-01	0.225129	2.142227e-02	8.215010e-02	3.041517	1.000000e+00	1.000000e+00	0.059822	1.000000e+00	1.000000e+00	0.798413	1.000000e+00	1.000000e+00	0.047762	0	0	2	0.000000	0.000000	0.000000
ENSG00000006007.12	7.671584e-02	1.701630e-01	1.935461	2.853306e-01	6.687190e-01	0.266991	7.493388e-02	1.687177e-01	2.202452	8.827223e-01	1.000000e+00	0.047963	1.000000e+00	1.000000e+00	0.765680	9.048440e-01	1.000000e+00	0.047963	1	0	2	0.201766	0.000000	0.191023
ENSG00000006015.18	9.135234e-02	1.890719e-01	1.797930	6.621252e-01	7.887188e-01	0.121261	1.109186e-01	2.130353e-01	1.919191	1.000000e+00	1.000000e+00	0.165641	1.000000e+00	1.000000e+00	0.885803	1.000000e+00	1.000000e+00	0.146726	0	0	1	0.000000	0.000000	0.000000
ENSG00000006016.12	5.636203e-03	3.911093e-02	3.606158	2.497373e-01	6.509314e-01	0.281473	6.397884e-03	4.077154e-02	3.887630	1.000000e+00	1.000000e+00	0.006160	1.000000e+00	1.000000e+00	0.754672	1.000000e+00	1.000000e+00	0.006160	1	0	5	0.120640	0.000000	0.116574
ENSG00000006025.13	2.898854e-02	9.932340e-02	2.517249	8.980194e-02	5.268897e-01	0.474668	2.338407e-02	8.672188e-02	2.991917	8.941522e-01	1.000000e+00	0.034039	1.000000e+00	1.000000e+00	0.622092	9.121845e-01	1.000000e+00	0.034039	2	0	4	0.243360	0.000000	0.229393
ENSG00000006042.12	6.389656e-02	1.532779e-01	2.058175	5.929039e-01	7.695675e-01	0.154023	7.493388e-02	1.687177e-01	2.212198	1.000000e+00	1.000000e+00	0.127687	1.000000e+00	1.000000e+00	0.857252	1.000000e+00	1.000000e+00	0.109460	0	0	1	0.000000	0.000000	0.000000
ENSG00000006047.13	7.972965e-03	4.812345e-02	3.351690	1.967711e-01	6.213920e-01	0.321662	8.667646e-03	4.893165e-02	3.673352	1.000000e+00	1.000000e+00	0.035025	1.000000e+00	1.000000e+00	0.724943	1.000000e+00	1.000000e+00	0.025391	0	0	2	0.000000	0.000000	0.000000
ENSG00000006059.4	8.286688e-02	1.782754e-01	1.876829	6.621252e-01	7.887188e-01	0.135599	9.779959e-02	1.977258e-01	2.012427	8.827223e-01	1.000000e+00	0.051500	1.000000e+00	1.000000e+00	0.873193	9.048440e-01	1.000000e+00	0.051500	1	0	2	0.208658	0.000000	0.202793
ENSG00000006062.18	2.231748e-01	3.102132e-01	1.251163	1.751760e-01	6.069273e-01	0.354147	1.771825e-01	2.762287e-01	1.605310	7.518202e-01	1.000000e+00	0.209451	1.000000e+00	1.000000e+00	0.701772	8.100194e-01	1.000000e+00	0.209451	4	0	4	0.544617	0.000000	0.518606
ENSG00000006071.16	1.410520e-05	7.523511e-04	7.450242	1.907376e-02	3.546885e-01	0.807013	1.763150e-05	8.510638e-04	8.257255	1.000000e+00	1.000000e+00	0.000135	1.000000e+00	1.000000e+00	0.446189	1.000000e+00	1.000000e+00	0.000135	2	0	11	0.104132	0.000000	0.099770
ENSG00000006116.4	6.167382e-02	1.502549e-01	2.071091	5.292624e-01	7.526452e-01	0.171321	7.032383e-02	1.626424e-01	2.242412	1.000000e+00	1.000000e+00	0.126048	1.000000e+00	1.000000e+00	0.842551	1.000000e+00	1.000000e+00	0.106202	0	0	1	0.000000	0.000000	0.000000
ENSG00000006118.15	7.025096e-02	1.615516e-01	1.989598	8.044784e-02	5.134359e-01	0.498288	4.777784e-02	1.310348e-01	2.487886	8.525901e-01	1.000000e+00	0.093628	1.000000e+00	1.000000e+00	0.607570	8.840564e-01	1.000000e+00	0.093628	6	0	7	0.469534	0.000000	0.451282
ENSG00000006125.18	3.245372e-03	2.827445e-02	3.988937	2.497373e-01	6.509314e-01	0.292594	3.674405e-03	2.889094e-02	4.281530	1.000000e+00	1.000000e+00	0.018519	1.000000e+00	1.000000e+00	0.746325	1.000000e+00	1.000000e+00	0.013821	0	0	3	0.000000	0.000000	0.000000
ENSG00000006128.12	1.041281e-01	2.034612e-01	1.689345	6.621252e-01	7.887188e-01	0.135149	1.236145e-01	2.272118e-01	1.824494	1.000000e+00	1.000000e+00	0.184640	1.000000e+00	1.000000e+00	0.873586	1.000000e+00	1.000000e+00	0.161299	0	0	0	0.000000	0.000000	0.000000
ENSG00000006194.11	8.635381e-01	8.729266e-01	0.129769	4.675228e-01	7.345923e-01	0.193899	8.435498e-01	8.563842e-01	0.323668	1.707517e-01	1.000000e+00	1.603601	1.000000e+00	1.000000e+00	0.823741	3.120564e-01	1.000000e+00	1.603601	4	0	0	1.894857	0.000000	1.727576
ENSG00000006210.7	5.774669e-02	1.448990e-01	2.109507	2.221663e-01	6.360693e-01	0.306835	5.459183e-02	1.409530e-01	2.416342	8.827223e-01	1.000000e+00	0.054507	1.000000e+00	1.000000e+00	0.735772	9.048440e-01	1.000000e+00	0.054507	2	0	4	0.288682	0.000000	0.276032
ENSG00000006282.22	1.984719e-01	2.890277e-01	1.323195	1.234099e-01	5.638614e-01	0.408227	1.438942e-01	2.475091e-01	1.731422	7.650109e-01	1.000000e+00	0.191174	1.000000e+00	1.000000e+00	0.664828	8.195686e-01	1.000000e+00	0.191174	4	0	4	0.523536	0.000000	0.495814
ENSG00000006283.18	4.466647e-05	1.840194e-03	6.939908	4.016339e-02	4.316993e-01	0.630859	3.526300e-05	1.321586e-03	7.570767	1.000000e+00	1.000000e+00	0.000237	1.000000e+00	1.000000e+00	0.532134	1.000000e+00	1.000000e+00	0.000237	2	0	10	0.108670	0.000000	0.104949
ENSG00000006327.14	1.717896e-01	2.666241e-01	1.403938	5.929039e-01	7.695675e-01	0.158142	1.895821e-01	2.868599e-01	1.562080	1.000000e+00	1.000000e+00	0.245628	1.000000e+00	1.000000e+00	0.853728	1.000000e+00	1.000000e+00	0.209699	0	0	0	0.000000	0.000000	0.000000
ENSG00000006377.11	2.050767e-01	2.943383e-01	1.303747	7.877661e-01	8.289839e-01	0.080556	2.493200e-01	3.390218e-01	1.384303	1.000000e+00	1.000000e+00	0.271513	1.000000e+00	1.000000e+00	0.922604	1.000000e+00	1.000000e+00	0.250498	0	0	0	0.000000	0.000000	0.000000
ENSG00000006432.16	7.732001e-03	4.728972e-02	3.370415	8.980194e-02	5.268897e-01	0.474007	6.744637e-03	4.222222e-02	3.844422	1.000000e+00	1.000000e+00	0.012663	1.000000e+00	1.000000e+00	0.622503	1.000000e+00	1.000000e+00	0.012663	2	0	5	0.190688	0.000000	0.182079
ENSG00000006451.8	1.593559e-01	2.557721e-01	1.451535	5.292624e-01	7.526452e-01	0.178357	1.706048e-01	2.706106e-01	1.629891	1.000000e+00	1.000000e+00	0.234211	1.000000e+00	1.000000e+00	0.836644	1.000000e+00	1.000000e+00	0.195951	0	0	0	0.000000	0.000000	0.000000
ENSG00000006453.14	3.373494e-04	7.663551e-03	5.607310	9.929121e-02	5.394125e-01	0.453288	3.432266e-04	7.078788e-03	6.060598	1.000000e+00	1.000000e+00	0.003671	1.000000e+00	1.000000e+00	0.635535	1.000000e+00	1.000000e+00	0.002333	0	0	6	0.000000	0.000000	0.000000
ENSG00000006459.11	3.552301e-01	4.326586e-01	0.827612	5.292624e-01	7.526452e-01	0.165829	3.916156e-01	4.674060e-01	0.993441	7.363644e-01	1.000000e+00	0.231343	1.000000e+00	1.000000e+00	0.847191	7.984085e-01	1.000000e+00	0.231343	1	0	0	0.417247	0.000000	0.389082
ENSG00000006468.15	1.532542e-01	2.507086e-01	1.465869	3.634805e-01	7.017610e-01	0.220671	1.540887e-01	2.560871e-01	1.686540	8.525901e-01	1.000000e+00	0.090526	1.000000e+00	1.000000e+00	0.801980	8.840564e-01	1.000000e+00	0.090526	1	0	1	0.252805	0.000000	0.238869
ENSG00000006530.18	4.127676e-01	4.795657e-01	0.723020	4.675228e-01	7.345923e-01	0.182350	4.329274e-01	5.023706e-01	0.905370	6.969051e-01	1.000000e+00	0.270886	1.000000e+00	1.000000e+00	0.833310	7.674358e-01	1.000000e+00	0.270886	1	0	0	0.474457	0.000000	0.434914
ENSG00000006534.17	3.349245e-01	4.154206e-01	0.869609	1.967711e-01	6.213920e-01	0.330887	3.063509e-01	3.906881e-01	1.200496	6.068081e-01	1.000000e+00	0.374409	1.000000e+00	1.000000e+00	0.718287	6.974587e-01	1.000000e+00	0.374409	5	0	4	0.715608	0.000000	0.682095
ENSG00000006555.11	9.135234e-02	1.890719e-01	1.787124	3.208534e-01	6.842968e-01	0.253368	9.308140e-02	1.916249e-01	2.040492	8.827223e-01	1.000000e+00	0.057474	1.000000e+00	1.000000e+00	0.776182	9.048440e-01	1.000000e+00	0.057474	1	0	2	0.219965	0.000000	0.207895
ENSG00000006576.17	2.031854e-02	8.073797e-02	2.775288	8.044784e-02	5.134359e-01	0.495363	1.556627e-02	6.813995e-02	3.270651	1.000000e+00	1.000000e+00	0.017100	1.000000e+00	1.000000e+00	0.609349	1.000000e+00	1.000000e+00	0.017100	1	0	3	0.144108	0.000000	0.133903
ENSG00000006606.9	5.970003e-01	6.372622e-01	0.430237	4.675228e-01	7.345923e-01	0.195773	6.100711e-01	6.525655e-01	0.626010	4.705613e-01	1.000000e+00	0.621094	1.000000e+00	1.000000e+00	0.822199	5.941111e-01	1.000000e+00	0.621094	2	0	0	0.893455	0.000000	0.818000
ENSG00000006607.14	1.000000e+00	1.000000e+00	0.012857	5.292624e-01	7.526452e-01	0.165861	9.578795e-01	9.594019e-01	0.178718	1.664766e-02	1.000000e+00	3.921287	1.000000e+00	1.000000e+00	0.847164	4.744402e-02	1.000000e+00	3.921287	11	0	1	3.458721	0.000000	3.281706
ENSG00000006611.17	3.045548e-03	2.737454e-02	4.038416	1.907376e-02	3.546885e-01	0.807142	1.685572e-03	1.833760e-02	4.845557	1.000000e+00	1.000000e+00	0.009510	1.000000e+00	1.000000e+00	0.446131	1.000000e+00	1.000000e+00	0.009510	6	0	10	0.301914	0.000000	0.289631
ENSG00000006625.18	1.317825e-01	2.310200e-01	1.554588	4.140406e-01	7.185008e-01	0.200336	1.394052e-01	2.429063e-01	1.754924	1.000000e+00	1.000000e+00	0.211276	1.000000e+00	1.000000e+00	0.818456	1.000000e+00	1.000000e+00	0.172920	0	0	0	0.000000	0.000000	0.000000
ENSG00000006634.8	1.317825e-01	2.310200e-01	1.556270	5.292624e-01	7.526452e-01	0.175657	1.438942e-01	2.475091e-01	1.731928	1.000000e+00	1.000000e+00	0.210921	1.000000e+00	1.000000e+00	0.838905	1.000000e+00	1.000000e+00	0.176943	0	0	0	0.000000	0.000000	0.000000
ENSG00000006638.13	4.183485e-02	1.211196e-01	2.288530	7.288369e-01	8.083671e-01	0.115446	5.459183e-02	1.409530e-01	2.403977	1.000000e+00	1.000000e+00	0.101415	1.000000e+00	1.000000e+00	0.890968	1.000000e+00	1.000000e+00	0.090358	0	0	1	0.000000	0.000000	0.000000
ENSG00000006652.15	5.399236e-02	1.394898e-01	2.147980	1.967711e-01	6.213920e-01	0.325220	4.944461e-02	1.333915e-01	2.473201	8.941522e-01	1.000000e+00	0.037187	1.000000e+00	1.000000e+00	0.722368	9.121845e-01	1.000000e+00	0.037187	1	0	2	0.179593	0.000000	0.169180
ENSG00000006659.13	6.766206e-01	7.059541e-01	0.338733	7.288369e-01	8.083671e-01	0.116147	7.460406e-01	7.714300e-01	0.454880	4.095833e-01	1.000000e+00	0.745340	1.000000e+00	1.000000e+00	0.890344	5.445407e-01	1.000000e+00	0.745340	2	0	0	1.055910	0.000000	0.993055
ENSG00000006695.12	1.023803e-03	1.467565e-02	4.798966	1.102862e-01	5.519176e-01	0.430814	1.009697e-03	1.339049e-02	5.229780	1.000000e+00	1.000000e+00	0.008238	1.000000e+00	1.000000e+00	0.649980	1.000000e+00	1.000000e+00	0.005355	0	0	4	0.000000	0.000000	0.000000
ENSG00000006704.11	5.489274e-04	1.010823e-02	5.198555	2.221663e-01	6.360693e-01	0.303689	6.723479e-04	1.036232e-02	5.502245	1.000000e+00	1.000000e+00	0.005525	1.000000e+00	1.000000e+00	0.738090	1.000000e+00	1.000000e+00	0.004078	0	0	5	0.000000	0.000000	0.000000
ENSG00000006712.15	4.358860e-02	1.238577e-01	2.262479	3.634805e-01	7.017610e-01	0.225652	4.777784e-02	1.310348e-01	2.488131	1.000000e+00	1.000000e+00	0.104092	1.000000e+00	1.000000e+00	0.797996	1.000000e+00	1.000000e+00	0.083065	0	0	1	0.000000	0.000000	0.000000
ENSG00000006715.16	2.603585e-03	2.514188e-02	4.123621	8.044784e-02	5.134359e-01	0.483434	2.339113e-03	2.219743e-02	4.607056	1.000000e+00	1.000000e+00	0.016186	1.000000e+00	1.000000e+00	0.616662	1.000000e+00	1.000000e+00	0.009981	0	0	3	0.000000	0.000000	0.000000
ENSG00000006740.18	1.268163e-01	2.266338e-01	1.572126	2.221663e-01	6.360693e-01	0.310095	1.139195e-01	2.164050e-01	1.882221	8.369321e-01	1.000000e+00	0.107376	1.000000e+00	1.000000e+00	0.733377	8.729556e-01	1.000000e+00	0.107376	2	0	3	0.359614	0.000000	0.339870
ENSG00000006744.19	1.657490e-01	2.614462e-01	1.432503	8.044784e-02	5.134359e-01	0.495354	1.081716e-01	2.100833e-01	1.927857	7.791866e-01	1.000000e+00	0.176304	1.000000e+00	1.000000e+00	0.609355	8.298736e-01	1.000000e+00	0.176304	5	0	5	0.534727	0.000000	0.506590
ENSG00000006747.15	4.584190e-05	1.857143e-03	6.865100	1.368910e-02	3.226039e-01	0.891427	2.703497e-05	1.092637e-03	7.756528	1.000000e+00	1.000000e+00	0.000161	1.000000e+00	1.000000e+00	0.410070	1.000000e+00	1.000000e+00	0.000161	1	0	8	0.063772	0.000000	0.060148
ENSG00000006757.12	2.910749e-01	3.742361e-01	0.993080	4.140406e-01	7.185008e-01	0.211100	3.063509e-01	3.906881e-01	1.204179	7.791866e-01	1.000000e+00	0.170268	1.000000e+00	1.000000e+00	0.809693	8.298736e-01	1.000000e+00	0.170268	1	0	1	0.373778	0.000000	0.345336
ENSG00000006788.14	7.052601e-06	4.316547e-04	7.932527	3.846018e-03	2.117799e-01	1.255510	2.350867e-06	1.581028e-04	9.188037	1.000000e+00	1.000000e+00	0.000135	1.000000e+00	1.000000e+00	0.284930	1.000000e+00	1.000000e+00	0.000135	5	0	15	0.177616	0.000000	0.169689
ENSG00000006831.10	2.135763e-03	2.251549e-02	4.279520	1.234099e-01	5.638614e-01	0.404750	2.107552e-03	2.094626e-02	4.684270	1.000000e+00	1.000000e+00	0.013849	1.000000e+00	1.000000e+00	0.667144	1.000000e+00	1.000000e+00	0.009239	0	0	3	0.000000	0.000000	0.000000
ENSG00000006837.12	3.381487e-02	1.081910e-01	2.411472	2.853306e-01	6.687190e-01	0.279256	3.501381e-02	1.103259e-01	2.690728	1.000000e+00	1.000000e+00	0.089683	1.000000e+00	1.000000e+00	0.756346	1.000000e+00	1.000000e+00	0.067832	0	0	1	0.000000	0.000000	0.000000
ENSG00000007001.14	4.698231e-01	5.273461e-01	0.630076	4.140406e-01	7.185008e-01	0.213313	4.680741e-01	5.317674e-01	0.843389	5.290908e-01	1.000000e+00	0.523056	1.000000e+00	1.000000e+00	0.807903	6.398801e-01	1.000000e+00	0.523056	4	0	2	0.809571	0.000000	0.774942
ENSG00000007038.11	4.711372e-02	1.294220e-01	2.230083	5.292624e-01	7.526452e-01	0.168424	5.642903e-02	1.434329e-01	2.398507	1.000000e+00	1.000000e+00	0.107520	1.000000e+00	1.000000e+00	0.844995	1.000000e+00	1.000000e+00	0.090854	0	0	1	0.000000	0.000000	0.000000
ENSG00000007047.16	3.134881e-03	2.773791e-02	4.010280	1.751760e-01	6.069273e-01	0.344225	3.369968e-03	2.743541e-02	4.354505	1.000000e+00	1.000000e+00	0.003934	1.000000e+00	1.000000e+00	0.708769	1.000000e+00	1.000000e+00	0.003934	1	0	5	0.106240	0.000000	0.102371
ENSG00000007062.12	6.124302e-01	6.507932e-01	0.403127	3.208534e-01	6.842968e-01	0.258932	5.831643e-01	6.293632e-01	0.662059	3.789315e-01	1.000000e+00	0.822923	1.000000e+00	1.000000e+00	0.771876	5.193265e-01	1.000000e+00	0.822923	5	0	2	1.066523	0.000000	1.008449
ENSG00000007080.11	6.790126e-02	1.587442e-01	2.008718	7.877661e-01	8.289839e-01	0.080610	8.824214e-02	1.858678e-01	2.089328	1.000000e+00	1.000000e+00	0.134161	1.000000e+00	1.000000e+00	0.922553	1.000000e+00	1.000000e+00	0.123770	0	0	1	0.000000	0.000000	0.000000
ENSG00000007129.18	5.590361e-02	1.422249e-01	2.126038	4.349809e-02	4.408100e-01	0.600646	3.312724e-02	1.071801e-01	2.726684	8.525901e-01	1.000000e+00	0.088856	1.000000e+00	1.000000e+00	0.548457	8.840564e-01	1.000000e+00	0.088856	10	0	11	0.538880	0.000000	0.521494
ENSG00000007168.15	1.717896e-01	2.666241e-01	1.408029	1.555815e-01	5.923518e-01	0.362155	1.349738e-01	2.388042e-01	1.770184	8.525901e-01	1.000000e+00	0.097466	1.000000e+00	1.000000e+00	0.696174	8.840564e-01	1.000000e+00	0.097466	1	0	1	0.263826	0.000000	0.239229
ENSG00000007171.19	4.307964e-03	3.356227e-02	3.783345	3.208534e-01	6.842968e-01	0.253687	5.255363e-03	3.615851e-02	4.037033	1.000000e+00	1.000000e+00	0.022746	1.000000e+00	1.000000e+00	0.775934	1.000000e+00	1.000000e+00	0.017650	0	0	3	0.000000	0.000000	0.000000
ENSG00000007174.18	3.996474e-03	3.209061e-02	3.846496	5.595063e-04	1.046154e-01	1.901205	5.066118e-04	8.923395e-03	5.747701	1.000000e+00	1.000000e+00	0.015570	1.000000e+00	1.000000e+00	0.149388	1.000000e+00	1.000000e+00	0.015570	19	0	19	0.479624	0.000000	0.456461
ENSG00000007202.16	9.843432e-02	1.971351e-01	1.722025	5.831678e-02	4.761324e-01	0.543354	6.812225e-02	1.597216e-01	2.265379	8.369321e-01	1.000000e+00	0.117636	1.000000e+00	1.000000e+00	0.580797	8.729556e-01	1.000000e+00	0.117636	4	0	4	0.429839	0.000000	0.404735
ENSG00000007216.16	1.593559e-01	2.557721e-01	1.445459	3.634805e-01	7.017610e-01	0.231448	1.594628e-01	2.610912e-01	1.676907	7.970026e-01	1.000000e+00	0.146922	1.000000e+00	1.000000e+00	0.793384	8.430855e-01	1.000000e+00	0.146922	3	0	4	0.456945	0.000000	0.440993
ENSG00000007237.19	5.296503e-03	3.765984e-02	3.655751	2.497373e-01	6.509314e-01	0.288665	5.872465e-03	3.883405e-02	3.944416	1.000000e+00	1.000000e+00	0.025842	1.000000e+00	1.000000e+00	0.749263	1.000000e+00	1.000000e+00	0.019363	0	0	3	0.000000	0.000000	0.000000
ENSG00000007255.10	2.821158e-02	9.764443e-02	2.535860	6.621252e-01	7.887188e-01	0.122002	3.712254e-02	1.137270e-01	2.657862	1.000000e+00	1.000000e+00	0.079194	1.000000e+00	1.000000e+00	0.885146	1.000000e+00	1.000000e+00	0.070098	0	0	2	0.000000	0.000000	0.000000
ENSG00000007264.15	3.996474e-05	1.691542e-03	6.972130	8.980194e-02	5.268897e-01	0.479815	4.466647e-05	1.603376e-03	7.451945	1.000000e+00	1.000000e+00	0.000938	1.000000e+00	1.000000e+00	0.618898	1.000000e+00	1.000000e+00	0.000580	0	0	7	0.000000	0.000000	0.000000
ENSG00000007312.14	1.144167e-02	5.913730e-02	3.127928	1.372883e-01	5.764956e-01	0.382729	1.078813e-02	5.547295e-02	3.510658	1.000000e+00	1.000000e+00	0.010970	1.000000e+00	1.000000e+00	0.681997	1.000000e+00	1.000000e+00	0.010970	1	0	4	0.134197	0.000000	0.127370
ENSG00000007314.12	0.000000e+00	0.000000e+00	14.341265	4.299736e-03	2.190419e-01	1.214900	0.000000e+00	0.000000e+00	15.556164	1.000000e+00	1.000000e+00	0.000000	1.000000e+00	1.000000e+00	0.296740	1.000000e+00	1.000000e+00	0.000000	2	0	19	0.059928	0.000000	0.057750
